entry,core_list_neg,core_list_pos,integrated_list_neg,integrated_list_pos,in_karta_slov,in_rusentilex,in_kfu,in_polsentilex,karta_slov_polarity,karta_slov_valence,"rusentilex_polarity
(""depends"" means this word has different valences in original RuSentiLex)",rusentilex_objectivity,score_kfu,average_rate_polsentilex,intensity_norm_polsentilex,polarity_polsentilex,is_generated_adverb_from_adjective,valence_consensus_between_4_lists
наносы,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
нанотехнология,,,,,1,0,0,0,positive,0.56,,,,,,,0,unique
шлаковый,,,1,,1,0,0,0,negative,-0.81,,,,,,,0,unique
нанять,,,,,1,0,1,0,neutral,0.26,,,0.597,,,,0,agree
наняться,,,,,1,0,0,0,neutral,0.27,,,,,,,0,unique
наобещать,1,,1,,1,1,1,0,negative,-0.66,negative,opinion,0.623,,,,0,conflict
наоборот,,,,,1,0,0,1,neutral,-0.08,,,,0,0,neutral,0,agree
щелбан,,,1,,1,0,0,0,negative,-0.81,,,,,,,0,unique
наорать,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.603,,,,0,conflict
балаганный,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
бодание,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
втоптать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нападать,1,,1,,1,0,1,1,negative,-0.95,,,0.289,-1,-0.5,negative,0,agree
нападение,1,,1,,1,1,1,1,negative,-1,depends,fact,0.335,-1,-0.5,negative,0,conflict
нападки,1,,1,,1,1,1,1,negative,-0.93,negative,opinion,0.4,-1,-0.5,negative,0,agree
напакостить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.515,,,,0,conflict
напариться,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
напарник,,,,,1,0,1,0,positive,0.91,,,0.698,,,,0,conflict
напарница,,,,,1,0,0,0,positive,0.69,,,,,,,0,unique
напарничек,,,,,1,0,0,0,neutral,0.46,,,,,,,0,unique
выдыхаться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напастись,,,,,1,0,0,0,neutral,0.33,,,,,,,0,unique
напасть,1,,1,,1,1,1,0,negative,-1,negative,,0.35,,,,0,agree
напачкать,1,,1,,1,1,1,0,negative,-1,negative,fact,0.539,,,,0,conflict
напевать,,,,,1,0,1,0,positive,0.62,,,0.672,,,,0,conflict
напевно,,,,,1,0,0,0,positive,0.56,,,,,,,1,unique
напевный,,,,,1,0,0,0,positive,0.56,,,,,,,0,unique
наперво,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
наперебой,,,,,1,0,0,0,neutral,-0.21,,,,,,,0,unique
наперевес,,,,,1,0,0,0,neutral,0.05,,,,,,,0,unique
наперегонки,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
наперед,,,,,1,0,0,0,neutral,0.23,,,,,,,0,unique
вытребовать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наперерыв,,,,,1,0,0,0,neutral,0.16,,,,,,,0,unique
выхваляться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наперехват,,,,,1,0,0,0,neutral,0.14,,,,,,,0,unique
наперсник,,,,,1,0,0,0,neutral,0.17,,,,,,,0,unique
наперсток,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
наперсточник,1,,1,,1,1,1,0,negative,-0.47,negative,opinion,0.627,,,,0,conflict
напеть,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
напечатание,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напечатать,,,,,1,0,1,1,neutral,0.04,,,0.611,0,0,neutral,0,agree
напечататься,,,,,1,0,0,0,neutral,0.26,,,,,,,0,unique
напечь,,,,,1,0,0,0,neutral,0.4,,,,,,,0,unique
напиваться,1,,1,,1,1,1,0,negative,-0.95,depends,opinion,0.488,,,,0,conflict
напилить,,,,,1,0,0,0,neutral,0.13,,,,,,,0,unique
напильник,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напирать,,,1,,1,0,1,0,negative,-0.5,,,0.363,,,,0,agree
написание,,,,,1,0,1,1,neutral,0.31,,,0.66,0,0,neutral,0,agree
написать,,,,,1,0,1,0,neutral,0.12,,,0.624,,,,0,agree
напитать,,,,,1,0,0,0,neutral,0.29,,,,,,,0,unique
напитаться,,1,,1,1,1,1,0,positive,0.62,positive,,0.751,,,,0,agree
напиток,,,,,1,0,1,0,neutral,0.4,,,0.6,,,,0,agree
напитывать,,,,,1,0,0,0,neutral,0.33,,,,,,,0,unique
напитываться,,,,,1,0,0,0,neutral,0.36,,,,,,,0,unique
напиться,,,,,1,1,1,0,negative,-0.54,depends,opinion,0.78,,,,0,conflict
дилетантка,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
долбать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наплаваться,,,,,1,0,0,0,neutral,0.52,,,,,,,0,unique
дряхлеть,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
завядший,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
заколебаться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
защемлять,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наплевать,1,,1,,1,1,1,1,negative,-1,negative,,0.491,-1,-0.5,negative,0,agree
зубодробительный,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наплескаться,,,,,1,0,0,0,neutral,0.5,,,,,,,0,unique
изрезаться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наплечник,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наплечный,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
кастрировать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наплывать,,,,,1,0,0,0,neutral,-0.01,,,,,,,0,unique
наплыть,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
наповал,,,1,,1,0,0,1,negative,-0.36,,,,-1,-0.5,negative,0,agree
киста,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напоить,,,,,1,0,1,0,neutral,0.26,,,0.541,,,,0,agree
малоспособный,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наползать,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наползти,,,,,1,0,0,0,neutral,-0.26,,,,,,,0,unique
наполнение,,,,,1,0,1,0,neutral,0.37,,,0.654,,,,0,agree
наполненность,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
наполнитель,,,,,1,0,0,0,neutral,0.05,,,,,,,0,unique
наполнить,,,,,1,0,1,0,neutral,0.47,,,0.624,,,,0,agree
наполниться,,,,,1,0,1,0,neutral,0.08,,,0.681,,,,0,agree
наполняемость,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
наполнять,,,,,1,0,1,1,positive,0.55,,,0.607,0,0,neutral,0,conflict
наполняться,,,,,1,0,1,0,neutral,0.33,,,0.657,,,,0,agree
наполовину,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напольный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напоминание,,,,,1,0,1,0,neutral,0.46,,,0.668,,,,0,agree
напоминать,,,,,1,0,1,0,neutral,0.41,,,0.577,,,,0,agree
напомнить,,,,,1,0,1,0,neutral,0.4,,,0.631,,,,0,agree
напополам,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
напор,,,,,1,0,1,0,neutral,0.15,,,0.646,,,,0,agree
напористо,,,,,1,1,1,1,neutral,0.39,positive,opinion,0.586,0,0,neutral,1,conflict
напористость,,,,,1,1,1,0,neutral,0.32,positive,opinion,0.67,,,,0,conflict
напористый,,,,,1,1,1,1,neutral,0.39,positive,opinion,0.586,0,0,neutral,0,conflict
фюрер,,,1,,1,0,1,0,negative,-0.63,,,0.54,,,,0,conflict
напортачить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.521,,,,0,conflict
напортить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.473,,,,0,agree
напоследок,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
направить,,,,,1,0,1,0,neutral,0.4,,,0.591,,,,0,agree
направиться,,,,,1,0,1,0,neutral,0.14,,,0.622,,,,0,agree
направление,,,,,1,0,1,1,neutral,0.19,,,0.645,0,0,neutral,0,agree
направленность,,,,,1,0,1,0,neutral,0.36,,,0.668,,,,0,agree
направлять,,,,,1,0,1,1,neutral,0.41,,,0.563,0,0,neutral,0,agree
направляться,,,,,1,0,1,1,neutral,0.25,,,0.574,0,0,neutral,0,agree
направо,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напрасно,1,,1,,1,1,1,1,negative,-0.87,negative,opinion,0.545,-1,-0.5,negative,1,conflict
напрасность,1,,1,,1,1,1,0,negative,-0.98,negative,opinion,0.433,,,,0,agree
напрасный,1,,1,,1,1,1,1,negative,-0.87,negative,opinion,0.545,-1,-0.5,negative,0,conflict
вестись,,,,,1,0,1,0,negative,-0.62,,,0.64,,,,0,conflict
например,,,,,1,0,0,0,neutral,0.13,,,,,,,0,unique
мусолиться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напролет,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напролом,,,,,1,0,0,0,neutral,-0.28,,,,,,,0,unique
нанюхаться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напропалую,,,,,1,0,0,0,neutral,-0.28,,,,,,,0,unique
нарушиться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
взвалить,,,1,,1,0,1,0,negative,-0.62,,,0.555,,,,0,conflict
напрочь,1,,1,,1,1,1,0,negative,-0.44,negative,opinion,0.697,,,,0,conflict
неоказание,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напружинить,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
напрыгаться,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
напрягать,1,,1,,1,1,1,1,negative,-0.95,negative,feeling,0.532,-1,-0.5,negative,0,conflict
односторонность,,,1,,1,1,1,0,neutral,-0.26,negative,opinion,0.61,,,,0,conflict
напряжение,1,,1,,1,1,1,1,negative,-0.58,depends,,0.424,-1,-0.5,negative,0,conflict
напряженка,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.576,,,,0,conflict
напряженность,1,,1,,1,1,1,1,negative,-0.8,negative,opinion,0.395,0,0,neutral,0,conflict
напряженный,1,,1,,1,1,1,1,negative,-0.84,negative,opinion,0.579,0,0,neutral,0,conflict
напрямик,,,,,1,1,1,0,neutral,0.01,depends,,0.628,,,,0,conflict
напрямую,,,,,1,0,0,0,neutral,0.29,,,,,,,0,unique
напрячься,,,,,1,0,1,0,neutral,-0.34,,,0.624,,,,0,agree
напугать,1,,1,,1,0,1,1,negative,-1,,,0.34,-1,-0.5,negative,0,agree
напугаться,1,,1,,1,1,1,0,negative,-1,negative,feeling,0.416,,,,0,agree
напудрить,,,,,1,0,0,0,neutral,-0.26,,,,,,,0,unique
напульсник,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
напускать,,,,,1,0,0,0,neutral,-0.32,,,,,,,0,unique
непринятие,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нимфомания,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напутать,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.559,,,,0,conflict
напутственный,,,,,1,0,0,0,positive,0.75,,,,,,,0,unique
напутствие,,,,,1,0,0,0,positive,0.81,,,,,,,0,unique
напутствовать,,,,,1,0,0,0,positive,0.86,,,,,,,0,unique
озаботить,,,1,,1,1,1,0,neutral,-0.33,negative,feeling,0.64,,,,0,conflict
напыление,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
озаботиться,,,1,,1,1,1,0,neutral,0.49,negative,feeling,0.661,,,,0,conflict
напыщенный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.746,-1,-0.5,negative,0,conflict
обшарить,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
напялить,1,,1,,1,1,1,0,negative,-0.47,negative,opinion,0.422,,,,0,agree
нарабатывать,,,,,1,0,0,0,positive,0.66,,,,,,,0,unique
наработать,,,,,1,0,1,0,positive,0.65,,,0.638,,,,0,conflict
наработаться,,,,,1,0,0,0,neutral,0.31,,,,,,,0,unique
наработка,,,,,1,0,1,1,neutral,0.49,,,0.71,0,0,neutral,0,conflict
наравне,,,,,1,0,0,1,neutral,0.14,,,,0,0,neutral,0,agree
нарадоваться,,1,,1,1,1,1,0,positive,1,positive,feeling,0.69,,,,0,conflict
нараспашку,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
нараспев,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
нарастание,,,,,1,0,1,0,neutral,0.3,,,0.539,,,,0,agree
нарастать,,,,,1,0,1,1,neutral,0.3,,,0.537,0,0,neutral,0,agree
нарастить,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
нарасхват,,,,,1,0,0,0,positive,0.57,,,,,,,0,unique
наращение,,,,,1,0,0,0,neutral,0.21,,,,,,,0,unique
наращивание,,,,,1,0,1,0,neutral,0.03,,,0.593,,,,0,agree
наращивать,,,,,1,0,1,0,neutral,0.15,,,0.631,,,,0,agree
нарвать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
госпитализация,,,1,,1,0,0,1,negative,-0.62,,,,0,0,neutral,0,conflict
освистать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нарезание,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
озлиться,,,1,,1,1,1,0,negative,-1,negative,feeling,0.712,,,,0,conflict
отверженность,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нарезка,,,,,1,0,0,0,neutral,0.29,,,,,,,0,unique
нарезной,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
нарекание,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.469,-1,-0.5,negative,0,agree
нарекать,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
наречение,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
наречие,,,,,1,0,1,0,neutral,0,,,0.6,,,,0,agree
наречь,,,,,1,0,0,0,neutral,0.27,,,,,,,0,unique
наречься,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
нарисовать,,,,,1,0,1,0,neutral,0.46,,,0.648,,,,0,agree
нарицательный,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
наркобанда,1,,1,,1,1,1,0,negative,-1,negative,fact,0.408,,,,0,agree
наркобандит,1,,1,,1,1,1,0,negative,-1,negative,fact,0.364,,,,0,agree
наркобарыга,1,,1,,1,1,1,0,negative,-1,negative,fact,0.393,,,,0,agree
наркобизнес,1,,1,,1,1,1,1,negative,-1,negative,fact,0.364,-1,-0.5,negative,0,agree
наркобизнесмен,1,,1,,1,1,1,0,negative,-1,negative,fact,0.371,,,,0,agree
наркогруппа,1,,1,,1,1,1,0,negative,-1,negative,fact,0.37,,,,0,agree
наркогруппировка,1,,1,,1,1,1,0,negative,-1,negative,fact,0.47,,,,0,agree
наркоделец,1,,1,,1,1,1,0,negative,-1,negative,fact,0.444,,,,0,agree
наркодилер,1,,1,,1,1,1,0,negative,-1,negative,fact,0.362,,,,0,agree
наркодилерша,1,,1,,1,1,1,0,negative,-0.93,negative,fact,0.37,,,,0,agree
наркоз,,,,,1,0,1,0,neutral,0.1,,,0.403,,,,0,conflict
наркозависимость,1,,1,,1,1,1,0,negative,-1,negative,fact,0.338,,,,0,agree
наркокартель,1,,1,,1,1,1,0,negative,-0.91,negative,fact,0.35,,,,0,agree
наркокурьер,1,,1,,1,1,1,0,negative,-1,negative,fact,0.307,,,,0,agree
наркокурьерша,1,,1,,1,1,1,0,negative,-1,negative,fact,0.37,,,,0,agree
нарколог,,,,,1,0,0,0,neutral,0.36,,,,,,,0,unique
отступник,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наркоман,1,,1,,1,1,1,0,negative,-1,negative,fact,0.295,,,,0,agree
наркоманка,1,,1,,1,1,1,0,negative,-1,negative,fact,0.362,,,,0,agree
наркомафиози,1,,1,,1,1,1,0,negative,-1,negative,fact,0.373,,,,0,agree
наркомафия,1,,1,,1,1,1,0,negative,-1,negative,fact,0.31,,,,0,agree
наркоперевозчик,1,,1,,1,1,1,0,negative,-1,negative,fact,0.411,,,,0,agree
наркопотребитель,1,,1,,1,1,1,0,negative,-1,negative,fact,0.341,,,,0,agree
наркопотребление,1,,1,,1,1,1,0,negative,-1,negative,fact,0.296,,,,0,agree
наркопреступление,1,,1,,1,1,1,0,negative,-1,negative,fact,0.315,,,,0,agree
наркопреступник,1,,1,,1,1,1,0,negative,-0.96,negative,fact,0.35,,,,0,agree
наркопреступность,1,,1,,1,1,1,0,negative,-1,negative,fact,0.34,,,,0,agree
наркопритон,1,,1,,1,1,1,0,negative,-1,negative,fact,0.303,,,,0,agree
наркопроизводитель,1,,1,,1,1,1,0,negative,-1,negative,fact,0.447,,,,0,agree
наркопроизводство,1,,1,,1,1,1,0,negative,-1,negative,fact,0.478,,,,0,agree
наркорынок,1,,1,,1,1,1,0,negative,-1,negative,fact,0.425,,,,0,agree
наркосеть,1,,1,,1,1,1,0,negative,-1,negative,fact,0.361,,,,0,agree
наркотизация,1,,1,,1,1,1,0,negative,-1,negative,fact,0.309,,,,0,agree
наркотоксикомания,1,,1,,1,1,1,0,negative,-0.92,negative,fact,0.379,,,,0,agree
наркоторговец,1,,1,,1,1,1,0,negative,-1,negative,fact,0.31,,,,0,agree
наркоторговка,1,,1,,1,1,1,0,negative,-1,negative,fact,0.316,,,,0,agree
наркоторговля,1,,1,,1,1,1,0,negative,-1,negative,fact,0.306,,,,0,agree
наркотрафик,1,,1,,1,1,1,0,negative,-1,negative,fact,0.348,,,,0,agree
наркоугроза,1,,1,,1,1,1,0,negative,-1,negative,fact,0.411,,,,0,agree
народ,,,,,1,0,1,0,neutral,0.33,,,0.726,,,,0,conflict
народец,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
народить,,,,,1,0,0,0,neutral,0.44,,,,,,,0,unique
перенаселение,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
народнический,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
народно-демократический,,,,,1,0,0,0,neutral,0.42,,,,,,,0,unique
народность,,,,,1,0,1,1,neutral,0.13,,,0.64,0,0,neutral,0,agree
народнохозяйственный,,,,,1,0,0,0,neutral,0.22,,,,,,,0,unique
народный,,,,,1,0,1,1,neutral,0.4,,,0.679,0,0,neutral,0,agree
народовластие,,,,,1,0,0,0,neutral,0.38,,,,,,,0,unique
народоволец,,,,,1,0,0,0,neutral,0.32,,,,,,,0,unique
народонаселение,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
народоправство,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
писака,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
подкашиваться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
покоробиться,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
прореветь,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нарубить,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
наружи,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
наружно,,,,,1,1,1,0,neutral,0,depends,,0.69,,,,1,conflict
наружность,,,,,1,0,1,0,neutral,0,,,0.679,,,,0,agree
наружный,,,,,1,1,1,0,neutral,0,depends,,0.69,,,,0,conflict
наружу,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
нарукавник,,,,,1,0,0,0,neutral,0.17,,,,,,,0,unique
нарукавный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
нарумянить,,,,,1,0,0,0,positive,0.62,,,,,,,0,unique
наручи,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
днище,,,1,,1,0,1,0,negative,-0.62,,,0.645,,,,0,conflict
наручный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
нарушать,1,,1,,1,1,1,1,negative,-0.97,negative,opinion,0.341,-1,-0.5,negative,0,agree
нарушаться,,,1,,1,0,1,0,negative,-1,,,0.328,,,,0,agree
нарушение,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.322,-1,-0.5,negative,0,agree
нарушитель,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.372,-1,-0.5,negative,0,agree
нарушительница,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.427,,,,0,agree
нарушить,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.337,,,,0,agree
псина,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нарцисс,,,,,1,0,0,0,neutral,0.46,,,,,,,0,unique
нарциссизм,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.417,,,,0,agree
нарыв,1,,1,,1,1,1,0,negative,-0.89,negative,fact,0.61,,,,0,conflict
разломать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
своевольничать,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
нарыть,,,,,1,0,0,0,neutral,-0.08,,,,,,,0,unique
наряд,,,,,1,0,1,0,neutral,0.47,,,0.66,,,,0,agree
нарядить,,,,,1,0,0,0,positive,0.73,,,,,,,0,unique
нарядиться,,,,,1,0,0,0,neutral,0.53,,,,,,,0,unique
нарядно,,1,,1,1,1,1,0,positive,1,depends,,0.723,,,,1,conflict
нарядность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.768,,,,0,agree
нарядный,,1,,1,1,1,1,0,positive,1,depends,,0.723,,,,0,conflict
наряжать,,,,,1,0,0,0,positive,0.9,,,,,,,0,unique
наряжаться,,,,,1,0,0,0,positive,0.63,,,,,,,0,unique
насадить,,,,,1,0,1,0,neutral,-0.13,,,0.647,,,,0,agree
насажать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
насаждать,1,,1,,1,0,0,1,negative,-0.77,,,,-1,-0.5,negative,0,agree
насаждение,,,,,1,0,1,0,neutral,0.37,,,0.585,,,,0,agree
насаживание,,,,,1,0,0,0,neutral,-0.17,,,,,,,0,unique
насаживать,,,,,1,0,0,0,neutral,0.07,,,,,,,0,unique
насаживаться,,,,,1,0,0,0,neutral,-0.12,,,,,,,0,unique
насвинячить,1,,1,,1,1,1,0,negative,-1,negative,fact,0.58,,,,0,conflict
стафилококк,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
насвистывание,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
насвистывать,,,,,1,0,1,0,neutral,0.23,,,0.523,,,,0,agree
сушняк,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
наседка,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
насекомое,,,,,1,0,1,0,neutral,-0.03,,,0.573,,,,0,agree
насекомоядный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
население,,,,,1,0,1,1,neutral,0.22,,,0.669,0,0,neutral,0,agree
населенность,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
населить,,,,,1,0,1,0,neutral,0,,,0.578,,,,0,agree
населять,,,,,1,0,1,1,neutral,0.35,,,0.604,0,0,neutral,0,agree
насест,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
насечка,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
насидеться,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
насиживать,,,,,1,0,0,0,neutral,-0.1,,,,,,,0,unique
насилие,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.317,-1,-0.5,negative,0,agree
толкотня,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
насиловать,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.235,-1,-0.5,negative,0,agree
устыдить,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
насильник,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.335,-1,-0.5,negative,0,agree
насильница,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.34,,,,0,agree
фальстарт,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
чернокнижие,,,1,,1,0,0,0,negative,-0.8,,,,,,,0,unique
насильно,,,1,,1,0,0,1,negative,-1,,,,-1,-0.5,negative,0,agree
насильственно,1,,1,,1,1,1,1,negative,-1,negative,,0.402,-1,-0.5,negative,1,agree
насильственный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.402,-1,-0.5,negative,0,agree
озябнуть,,,1,,1,1,1,0,negative,-0.78,negative,feeling,0.75,,,,0,conflict
наскакивать,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
наскальный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
насквозь,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
бе,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насколько,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
наскоро,,,,,1,0,0,0,neutral,-0.2,,,,,,,0,unique
безынициативность,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наскребать,,,,,1,0,0,0,neutral,-0.26,,,,,,,0,unique
наскрести,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
вперекор,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наскучить,1,,1,,1,1,1,0,negative,-1,negative,feeling,0.572,,,,0,conflict
насладиться,,1,,1,1,1,1,0,positive,1,positive,feeling,0.783,,,,0,agree
наслаждать,,,,,1,0,0,0,positive,1,,,,,,,0,unique
наслаждаться,,1,,1,1,1,1,1,positive,1,positive,feeling,0.842,1,0.5,positive,0,agree
наслаждение,,1,,1,1,1,1,1,positive,1,positive,feeling,0.852,1,0.5,positive,0,agree
наслаиваться,,,,,1,0,0,0,neutral,0.03,,,,,,,0,unique
выламываться,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наследие,,1,,1,1,0,1,1,positive,0.66,,,0.763,1,0.5,positive,0,agree
должок,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
наследник,,,,,1,0,1,0,neutral,0.46,,,0.725,,,,0,conflict
наследница,,,,,1,0,0,0,neutral,0.45,,,,,,,0,unique
наследный,,,,,1,0,0,0,neutral,0.23,,,,,,,0,unique
наследование,,,,,1,0,1,0,neutral,0.24,,,0.636,,,,0,agree
наследовать,,,,,1,0,1,0,neutral,0.45,,,0.589,,,,0,agree
наследодатель,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наследственность,,,,,1,0,1,0,neutral,0.1,,,0.664,,,,0,agree
наследственный,,,,,1,0,1,0,neutral,0.23,,,0.601,,,,0,agree
наследство,,,,1,1,0,1,0,positive,0.61,,,0.785,,,,0,agree
наследуемость,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
наслоение,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
наслоиться,,,,,1,0,0,0,neutral,-0.04,,,,,,,0,unique
наслушаться,,,,,1,0,1,0,negative,-0.36,,,0.704,,,,0,conflict
наслышаться,,,,,1,0,0,0,neutral,-0.04,,,,,,,0,unique
заговорщически,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
застревание,,,1,,1,0,0,0,negative,-0.79,,,,,,,0,unique
насмехаться,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.425,,,,0,agree
насмешить,,,,,1,0,0,0,positive,0.9,,,,,,,0,unique
насмешка,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.45,,,,0,agree
насмешливо,1,,1,,1,1,1,0,negative,-0.55,negative,opinion,0.562,,,,1,conflict
насмешливость,1,,1,,1,1,1,0,negative,-0.89,negative,opinion,0.558,,,,0,conflict
насмешливый,1,,1,,1,1,1,0,negative,-0.55,negative,opinion,0.562,,,,0,conflict
